row_id_original,term_id,term,type,langs,country,language_pair,country_label,comparison_label,comparison_side,code_lang,hl,gl,collection_date,result_number,link,link_clean,domain,top_level_domain,link_type,link_accessibility,valid_link,site_type,content_producer,author_background,recency_raw,major_errors_raw,accuracy_raw,jargon_score_raw,background_required_raw,access_multimedia_video,access_multimedia_database,access_multimedia_graphs,access_multimedia_hyperlinks,access_multimedia,access_sci_laypeople,access_sci_background,access_sci,accuracy_major_errors,accuracy_presentation,accuracy,cred_has_sources,cred_has_refs,cred_sourcing,cred_producer_high,cred_author_background,cred_source,contextual_everyday,contextual_local_examples,contextual,recency,agg_sci_qual,agg_sci_qual_norm,relevance_score,ndcg,n_coded_results_at_10
1077,71,Sécheresse,Socio-Scientific Issues,French,"Paris,Paris,Ile-de-France,France",French,France,France - DR Congo,positive,fr,fr,fr,4.12.2022,7,http://propluvia.developpement-durable.gouv.fr/propluvia/faces/index.jsp,http://propluvia.developpement-durable.gouv.fr/propluvia/faces/index.jsp,propluvia.developpement-durable.gouv.fr,developpement-durable.gouv.fr,1,1,TRUE,5,1,1,1,2,3,1,1,1,0,1,1,3,0,0,0,1,1,2,0,0,0,1,0,1,1,1,2,0,8,3.25,3.25,0.658996154,5
1079,71,Sécheresse,Socio-Scientific Issues,French,"Paris,Paris,Ile-de-France,France",French,France,France - DR Congo,positive,fr,fr,fr,4.12.2022,8,https://www.liberation.fr/environnement/climat/arretes-secheresse-une-vingtaine-de-departements-concernes-en-decembre-et-au-dela-20221202_SG7KQ6ARZFGP7ECHIVSMYDKSWM/,https://www.liberation.fr/environnement/climat/arretes-secheresse-une-vingtaine-de-departements-concernes-en-decembre-et-au-dela-20221202_sg7kq6arzfgp7echivsmydkswm/,www.liberation.fr,liberation.fr,1,1,TRUE,5,11,2,4,2,3,3,2,1,0,0,1,2,1,1,2,1,1,2,0,0,0,0,0.5,0.5,1,1,2,1,9.5,4.75,4.75,0.658996154,5
1082,71,Sécheresse,Socio-Scientific Issues,French,"Paris,Paris,Ile-de-France,France",French,France,France - DR Congo,positive,fr,fr,fr,4.12.2022,13,https://www.francetvinfo.fr/meteo/secheresse/,https://www.francetvinfo.fr/meteo/secheresse/,www.francetvinfo.fr,francetvinfo.fr,1,1,TRUE,5,11,1,4,2,3,3,2,1,0,0,1,2,1,1,2,1,1,2,0,0,0,0,0,0,1,1,2,1,9,4.5,4.5,0.658996154,5
1083,73-B,réchauffement climatique faux,Conspiracy Theories,French,"Paris,Paris,Ile-de-France,France",French,France,France - DR Congo,positive,fr,fr,fr,20.9.2022,1,https://climate.selectra.com/fr/actualites/rechauffement-climatique-vrai-faux,https://climate.selectra.com/fr/actualites/rechauffement-climatique-vrai-faux,climate.selectra.com,selectra.com,1,1,TRUE,1,15,2,4,2,,3,,0,0,0,1,1,1,0,1,1,0,1,1,0,1,1,0.5,1.5,0,0,0,1,6.5,3.5,3.5,0.977447383,10
1084,73-B,réchauffement climatique faux,Conspiracy Theories,French,"Paris,Paris,Ile-de-France,France",French,France,France - DR Congo,positive,fr,fr,fr,20.9.2022,2,https://information.tv5monde.com/info/vrai-ou-faux-tout-savoir-sur-le-changement-climatique-5206,https://information.tv5monde.com/info/vrai-ou-faux-tout-savoir-sur-le-changement-climatique-5206,information.tv5monde.com,tv5monde.com,1,1,TRUE,5,15,3,4,2,,3,,1,0,0,1,2,1,0,1,1,0,1,0,0,0,1,1,2,0,0,0,1,7,3.5,3.5,0.977447383,10
1085,73-B,réchauffement climatique faux,Conspiracy Theories,French,"Paris,Paris,Ile-de-France,France",French,France,France - DR Congo,positive,fr,fr,fr,20.9.2022,3,https://photo.caminteresse.fr/les-fausses-theories-sur-le-rechauffement-climatique-41999,https://photo.caminteresse.fr/les-fausses-theories-sur-le-rechauffement-climatique-41999,photo.caminteresse.fr,caminteresse.fr,1,1,TRUE,5,15,1,1,2,,3,,1,0,0,1,2,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,5,2,2,0.977447383,10
1086,73-B,réchauffement climatique faux,Conspiracy Theories,French,"Paris,Paris,Ile-de-France,France",French,France,France - DR Congo,positive,fr,fr,fr,20.9.2022,4,https://www.france24.com/fr/plan%C3%A8te/20211031-vrai-ou-faux-les-arguments-des-climato-sceptiques-pass%C3%A9s-au-crible,https://www.france24.com/fr/plan%c3%a8te/20211031-vrai-ou-faux-les-arguments-des-climato-sceptiques-pass%c3%a9s-au-crible,www.france24.com,france24.com,1,1,TRUE,1,11,2,4,2,,3,,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0.5,0.5,0,0,0,1,4.5,2.5,2.5,0.977447383,10
1087,73-B,réchauffement climatique faux,Conspiracy Theories,French,"Paris,Paris,Ile-de-France,France",French,France,France - DR Congo,positive,fr,fr,fr,20.9.2022,5,https://fr.wikipedia.org/wiki/Controverses_sur_le_r%C3%A9chauffement_climatique,https://fr.wikipedia.org/wiki/controverses_sur_le_r%c3%a9chauffement_climatique,fr.wikipedia.org,wikipedia.org,1,1,TRUE,1,10,1,4,2,,2,,0,0,1,1,2,0,0,0,1,0,1,1,0,1,1,1,2,0,0,0,1,7,3.5,3.5,0.977447383,10
1088,73-B,réchauffement climatique faux,Conspiracy Theories,French,"Paris,Paris,Ile-de-France,France",French,France,France - DR Congo,positive,fr,fr,fr,20.9.2022,6,https://www.natura-sciences.com/comprendre/5-fake-news-rechauffement-climatique.html,https://www.natura-sciences.com/comprendre/5-fake-news-rechauffement-climatique.html,www.natura-sciences.com,natura-sciences.com,1,1,TRUE,1,15,2,4,2,,3,,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0.5,1.5,0,0,0,1,4.5,2.75,2.75,0.977447383,10
1089,73-B,réchauffement climatique faux,Conspiracy Theories,French,"Paris,Paris,Ile-de-France,France",French,France,France - DR Congo,positive,fr,fr,fr,20.9.2022,7,https://savoir.media/node/1867,https://savoir.media/node/1867,savoir.media,savoir.media,1,1,TRUE,1,11,3,1,2,,3,,0,0,1,1,2,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,5,2,2,0.977447383,10
1090,73-B,réchauffement climatique faux,Conspiracy Theories,French,"Paris,Paris,Ile-de-France,France",French,France,France - DR Congo,positive,fr,fr,fr,20.9.2022,8,https://www.youtube.com/watch?v=GHS-STRjMQI,https://www.youtube.com/watch?v=ghs-strjmqi,www.youtube.com,youtube.com,1,1,TRUE,3,14,1,4,2,,3,,1,0,1,0,2,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,6,3,3,0.977447383,10
1091,73-B,réchauffement climatique faux,Conspiracy Theories,French,"Paris,Paris,Ile-de-France,France",French,France,France - DR Congo,positive,fr,fr,fr,20.9.2022,9,https://consent.yahoo.com/v2/collectConsent?sessionId=3_cc-session_068aaa3b-15d0-44dc-bbe2-fa5a8551f566,https://consent.yahoo.com/v2/collectconsent?sessionid=3_cc-session_068aaa3b-15d0-44dc-bbe2-fa5a8551f566,consent.yahoo.com,yahoo.com,1,5,FALSE,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0.977447383,10
1092,73-B,réchauffement climatique faux,Conspiracy Theories,French,"Paris,Paris,Ile-de-France,France",French,France,France - DR Congo,positive,fr,fr,fr,20.9.2022,10,https://imazpress.com/,https://imazpress.com/,imazpress.com,imazpress.com,1,4,FALSE,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0.977447383,10
1093,74-B,changement climatique faux,Conspiracy Theories,French,"Paris,Paris,Ile-de-France,France",French,France,France - DR Congo,positive,fr,fr,fr,20.9.2022,1,https://climate.selectra.com/fr/actualites/rechauffement-climatique-vrai-faux,https://climate.selectra.com/fr/actualites/rechauffement-climatique-vrai-faux,climate.selectra.com,selectra.com,1,1,TRUE,1,15,2,4,2,,3,,0,0,0,1,1,1,0,1,1,0,1,1,0,1,1,0.5,1.5,0,0,0,1,6.5,3.5,3.5,0.939600516,8
1094,74-B,changement climatique faux,Conspiracy Theories,French,"Paris,Paris,Ile-de-France,France",French,France,France - DR Congo,positive,fr,fr,fr,20.9.2022,2,https://information.tv5monde.com/info/vrai-ou-faux-tout-savoir-sur-le-changement-climatique-5206,https://information.tv5monde.com/info/vrai-ou-faux-tout-savoir-sur-le-changement-climatique-5206,information.tv5monde.com,tv5monde.com,1,1,TRUE,5,15,3,4,2,,3,,1,0,0,1,2,1,0,1,1,0,1,0,0,0,1,1,2,0,0,0,1,7,3.5,3.5,0.939600516,8
1095,74-B,changement climatique faux,Conspiracy Theories,French,"Paris,Paris,Ile-de-France,France",French,France,France - DR Congo,positive,fr,fr,fr,20.9.2022,3,https://photo.caminteresse.fr/les-fausses-theories-sur-le-rechauffement-climatique-41999,https://photo.caminteresse.fr/les-fausses-theories-sur-le-rechauffement-climatique-41999,photo.caminteresse.fr,caminteresse.fr,1,1,TRUE,1,15,1,1,2,,3,,0,0,1,1,2,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,6,2.5,2.5,0.939600516,8
1096,74-B,changement climatique faux,Conspiracy Theories,French,"Paris,Paris,Ile-de-France,France",French,France,France - DR Congo,positive,fr,fr,fr,20.9.2022,4,https://www.france24.com/fr/plan%C3%A8te/20211031-vrai-ou-faux-les-arguments-des-climato-sceptiques-pass%C3%A9s-au-crible,https://www.france24.com/fr/plan%c3%a8te/20211031-vrai-ou-faux-les-arguments-des-climato-sceptiques-pass%c3%a9s-au-crible,www.france24.com,france24.com,1,1,TRUE,1,11,2,4,2,,3,,0,0,1,1,2,1,0,1,1,0,1,0,0,0,0,0.5,0.5,0,0,0,1,5.5,2.75,2.75,0.939600516,8
1097,74-B,changement climatique faux,Conspiracy Theories,French,"Paris,Paris,Ile-de-France,France",French,France,France - DR Congo,positive,fr,fr,fr,20.9.2022,5,https://fr.wikipedia.org/wiki/Controverses_sur_le_r%C3%A9chauffement_climatique,https://fr.wikipedia.org/wiki/controverses_sur_le_r%c3%a9chauffement_climatique,fr.wikipedia.org,wikipedia.org,1,1,TRUE,1,10,1,4,2,,2,,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,2,0,0,0,1,5,2.75,2.75,0.939600516,8
1098,74-B,changement climatique faux,Conspiracy Theories,French,"Paris,Paris,Ile-de-France,France",French,France,France - DR Congo,positive,fr,fr,fr,20.9.2022,7,https://savoir.media/node/1867,https://savoir.media/node/1867,savoir.media,savoir.media,1,1,TRUE,5,11,3,1,2,,3,,1,0,0,1,2,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,5,2,2,0.939600516,8
1099,74-B,changement climatique faux,Conspiracy Theories,French,"Paris,Paris,Ile-de-France,France",French,France,France - DR Congo,positive,fr,fr,fr,20.9.2022,8,https://www.youtube.com/watch?v=GHS-STRjMQI,https://www.youtube.com/watch?v=ghs-strjmqi,www.youtube.com,youtube.com,1,1,TRUE,3,14,1,4,2,,3,,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,4,2.25,2.25,0.939600516,8
1100,74-B,changement climatique faux,Conspiracy Theories,French,"Paris,Paris,Ile-de-France,France",French,France,France - DR Congo,positive,fr,fr,fr,20.9.2022,9,https://www.youtube.com/watch?v=TpbZYwH0X90,https://www.youtube.com/watch?v=tpbzywh0x90,www.youtube.com,youtube.com,1,1,TRUE,3,14,2,4,2,,3,,1,0,1,0,2,1,0,1,1,0,1,1,0,1,0,0.5,0.5,0,0,0,1,6.5,3.25,3.25,0.939600516,8
1102,77-B,vaccins autisme,Conspiracy Theories,French,"Paris,Paris,Ile-de-France,France",French,France,France - DR Congo,positive,fr,fr,fr,20.9.2022,1,https://www.chu-montpellier.fr/fr/vaccination/les-polemiques-et-les-fake-news-concernant-la-vaccination/vaccination-et-autisme,https://www.chu-montpellier.fr/fr/vaccination/les-polemiques-et-les-fake-news-concernant-la-vaccination/vaccination-et-autisme,www.chu-montpellier.fr,chu-montpellier.fr,1,1,TRUE,1,9,1,1,2,,3,,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,4,1.75,1.75,0.832528451,10
1103,77-B,vaccins autisme,Conspiracy Theories,French,"Paris,Paris,Ile-de-France,France",French,France,France - DR Congo,positive,fr,fr,fr,20.9.2022,2,https://fr.wikipedia.org/wiki/Controverse_sur_le_r%C3%B4le_de_la_vaccination_dans_l%27autisme,https://fr.wikipedia.org/wiki/controverse_sur_le_r%c3%b4le_de_la_vaccination_dans_l%27autisme,fr.wikipedia.org,wikipedia.org,1,1,TRUE,5,10,1,4,2,,2,,1,0,0,1,2,0,0,0,1,0,1,1,0,1,1,1,2,0,0,0,1,7,3.5,3.5,0.832528451,10
1104,77-B,vaccins autisme,Conspiracy Theories,French,"Paris,Paris,Ile-de-France,France",French,France,France - DR Congo,positive,fr,fr,fr,20.9.2022,3,https://www.cdc.gov/vaccinesafety/concerns/autism.html,https://www.cdc.gov/vaccinesafety/concerns/autism.html,www.cdc.gov,cdc.gov,1,3,FALSE,1,1,3,4,2,,3,,0,0,0,1,1,1,0,1,1,0,1,1,1,2,1,1,2,0,0,0,1,8,4.25,0,0.832528451,10
1105,77-B,vaccins autisme,Conspiracy Theories,French,"Paris,Paris,Ile-de-France,France",French,France,France - DR Congo,positive,fr,fr,fr,20.9.2022,4,https://www.participate-autisme.be/go/fr/comprendre-l-autisme/comprendre-le-diagnostic/les-causes-de-l-autisme/autres-causes-de-l-autisme/le-vaccin-contre-la-rougeole.cfm,https://www.participate-autisme.be/go/fr/comprendre-l-autisme/comprendre-le-diagnostic/les-causes-de-l-autisme/autres-causes-de-l-autisme/le-vaccin-contre-la-rougeole.cfm,www.participate-autisme.be,participate-autisme.be,1,1,TRUE,1,2,1,1,2,,3,,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0.832528451,10
1106,77-B,vaccins autisme,Conspiracy Theories,French,"Paris,Paris,Ile-de-France,France",French,France,France - DR Congo,positive,fr,fr,fr,20.9.2022,5,https://www.passeportsante.net/fr/Actualites/Dossiers/ArticleComplementaire.aspx?doc=vaccination_mmr_thimerosal_do,https://www.passeportsante.net/fr/actualites/dossiers/articlecomplementaire.aspx?doc=vaccination_mmr_thimerosal_do,www.passeportsante.net,passeportsante.net,1,1,TRUE,1,11,2,2,2,,2,,0,0,0,0,0,0,0,0,1,0,1,1,1,2,0,0.5,0.5,0,0,0,0,3.5,1.75,1.75,0.832528451,10
1107,77-B,vaccins autisme,Conspiracy Theories,French,"Paris,Paris,Ile-de-France,France",French,France,France - DR Congo,positive,fr,fr,fr,20.9.2022,6,https://sante.lefigaro.fr/article/une-vaste-etude-dement-une-nouvelle-fois-le-lien-entre-vaccin-et-autisme/,https://sante.lefigaro.fr/article/une-vaste-etude-dement-une-nouvelle-fois-le-lien-entre-vaccin-et-autisme/,sante.lefigaro.fr,lefigaro.fr,1,1,TRUE,1,11,2,5,2,,3,,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0.5,0.5,0,0,0,0,3.5,1.5,1.5,0.832528451,10
1108,77-B,vaccins autisme,Conspiracy Theories,French,"Paris,Paris,Ile-de-France,France",French,France,France - DR Congo,positive,fr,fr,fr,20.9.2022,7,https://www.infovac.ch/docs/public/masern-rougeole-mumps-oreillons-roteln-rubeole/6_la_vaccination_rougeole_oreillons_rubeole_peut_elle_declencher_autisme.pdf,https://www.infovac.ch/docs/public/masern-rougeole-mumps-oreillons-roteln-rubeole/6_la_vaccination_rougeole_oreillons_rubeole_peut_elle_declencher_autisme.pdf,www.infovac.ch,infovac.ch,1,1,TRUE,1,1,1,2,2,,2,,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,2,1,1,0.832528451,10
1109,77-B,vaccins autisme,Conspiracy Theories,French,"Paris,Paris,Ile-de-France,France",French,France,France - DR Congo,positive,fr,fr,fr,20.9.2022,8,https://www.lapresse.ca/sciences/medecine/201903/05/01-5217094-aucun-lien-vaccin-autisme-dit-une-autre-etude.php,https://www.lapresse.ca/sciences/medecine/201903/05/01-5217094-aucun-lien-vaccin-autisme-dit-une-autre-etude.php,www.lapresse.ca,lapresse.ca,1,1,TRUE,1,11,2,4,2,,3,,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0.5,0.5,0,0,0,1,4.5,2.5,2.5,0.832528451,10
1110,77-B,vaccins autisme,Conspiracy Theories,French,"Paris,Paris,Ile-de-France,France",French,France,France - DR Congo,positive,fr,fr,fr,20.9.2022,9,https://lactualite.com/sante-et-science/vaccins-et-autisme-croire-ou-savoir/,https://lactualite.com/sante-et-science/vaccins-et-autisme-croire-ou-savoir/,lactualite.com,lactualite.com,1,1,TRUE,1,11,3,4,2,,3,,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,5,2.75,2.75,0.832528451,10
1111,77-B,vaccins autisme,Conspiracy Theories,French,"Paris,Paris,Ile-de-France,France",French,France,France - DR Congo,positive,fr,fr,fr,20.9.2022,10,https://www.autismnj.org/fr/article/vaccine-accommodations-for-individuals-with-severe-challenging-behavior/,https://www.autismnj.org/fr/article/vaccine-accommodations-for-individuals-with-severe-challenging-behavior/,www.autismnj.org,autismnj.org,1,1,TRUE,1,2,1,4,2,,3,,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,3,2,2,0.832528451,10
1112,79-B,terre plate,Conspiracy Theories,French,"Paris,Paris,Ile-de-France,France",French,France,France - DR Congo,positive,fr,fr,fr,20.9.2022,1,https://fr.wikipedia.org/wiki/Mythe_de_la_Terre_plate,https://fr.wikipedia.org/wiki/mythe_de_la_terre_plate,fr.wikipedia.org,wikipedia.org,1,1,TRUE,5,10,1,4,2,,2,,1,0,0,1,2,0,0,0,1,0,1,1,0,1,1,1,2,0,0,0,1,7,3.5,3.5,0.887359374,10
1113,79-B,terre plate,Conspiracy Theories,French,"Paris,Paris,Ile-de-France,France",French,France,France - DR Congo,positive,fr,fr,fr,20.9.2022,2,https://www.cite-sciences.fr/fileadmin/_migrated/content_uploads/GRu-dossierenseignant-laterreestplate-argument_01.pdf,https://www.cite-sciences.fr/fileadmin/_migrated/content_uploads/gru-dossierenseignant-laterreestplate-argument_01.pdf,www.cite-sciences.fr,cite-sciences.fr,1,1,TRUE,1,7,1,1,2,,3,,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,4,2,2,0.887359374,10
1114,79-B,terre plate,Conspiracy Theories,French,"Paris,Paris,Ile-de-France,France",French,France,France - DR Congo,positive,fr,fr,fr,20.9.2022,3,https://www.youtube.com/watch?v=IQB4A4EEr4E,https://www.youtube.com/watch?v=iqb4a4eer4e,www.youtube.com,youtube.com,1,1,TRUE,3,14,2,4,2,,3,,1,0,0,0,1,1,0,1,1,0,1,0,1,1,0,0.5,0.5,0,0,0,1,5.5,3,3,0.887359374,10
1115,79-B,terre plate,Conspiracy Theories,French,"Paris,Paris,Ile-de-France,France",French,France,France - DR Congo,positive,fr,fr,fr,20.9.2022,4,https://www.youtube.com/watch?v=8jyaY2oWIeg,https://www.youtube.com/watch?v=8jyay2owieg,www.youtube.com,youtube.com,1,1,TRUE,3,14,2,4,2,,3,,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0.5,0.5,0,0,0,1,4.5,2.5,2.5,0.887359374,10
1116,79-B,terre plate,Conspiracy Theories,French,"Paris,Paris,Ile-de-France,France",French,France,France - DR Congo,positive,fr,fr,fr,20.9.2022,5,https://www.nationalgeographic.fr/sciences/un-francais-sur-10-pense-que-la-terre-est-plate,https://www.nationalgeographic.fr/sciences/un-francais-sur-10-pense-que-la-terre-est-plate,www.nationalgeographic.fr,nationalgeographic.fr,1,1,TRUE,5,7,2,1,2,,3,,1,0,0,1,2,1,0,1,1,0,1,0,0,0,1,0.5,1.5,0,0,0,0,5.5,2.25,2.25,0.887359374,10
1117,79-B,terre plate,Conspiracy Theories,French,"Paris,Paris,Ile-de-France,France",French,France,France - DR Congo,positive,fr,fr,fr,20.9.2022,6,https://www.nationalgeographic.fr/espace/2021/08/la-terre-est-elle-vraiment-ronde,https://www.nationalgeographic.fr/espace/2021/08/la-terre-est-elle-vraiment-ronde,www.nationalgeographic.fr,nationalgeographic.fr,1,1,TRUE,5,7,2,4,2,,3,,1,0,0,1,2,1,0,1,1,0,1,0,0,0,1,0.5,1.5,0,0,0,1,6.5,3.25,3.25,0.887359374,10
1118,79-B,terre plate,Conspiracy Theories,French,"Paris,Paris,Ile-de-France,France",French,France,France - DR Congo,positive,fr,fr,fr,20.9.2022,7,https://www.amazon.fr/terre-est-plate-Thomas-FRIEDMAN/dp/2262033420,https://www.amazon.fr/terre-est-plate-thomas-friedman/dp/2262033420,www.amazon.fr,amazon.fr,1,1,TRUE,2,12,1,1,2,,3,,0,1,0,1,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,4,1.5,1.5,0.887359374,10
1119,79-B,terre plate,Conspiracy Theories,French,"Paris,Paris,Ile-de-France,France",French,France,France - DR Congo,positive,fr,fr,fr,20.9.2022,8,https://www.cairn.info/magazine-books-2018-12-page-24.htm,https://www.cairn.info/magazine-books-2018-12-page-24.htm,www.cairn.info,cairn.info,1,2,FALSE,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0.887359374,10
1120,79-B,terre plate,Conspiracy Theories,French,"Paris,Paris,Ile-de-France,France",French,France,France - DR Congo,positive,fr,fr,fr,20.9.2022,9,https://usbeketrica.com/fr/video/theorie-du-complot-la-preuve-que-la-terre-est-plate,https://usbeketrica.com/fr/video/theorie-du-complot-la-preuve-que-la-terre-est-plate,usbeketrica.com,usbeketrica.com,1,1,TRUE,3,7,2,3,2,,3,,1,0,0,1,2,1,0,1,1,0,1,0,0,0,1,0.5,1.5,0,0,0,0,5.5,2.25,2.25,0.887359374,10
1122,79-B,terre plate,Conspiracy Theories,French,"Paris,Paris,Ile-de-France,France",French,France,France - DR Congo,positive,fr,fr,fr,20.9.2022,10,https://www.nouvelobs.com/rue89/rue89-sciences/20160820.RUE3638/j-ai-essaye-d-interviewer-quelqu-un-qui-croit-que-la-terre-est-plate.html,https://www.nouvelobs.com/rue89/rue89-sciences/20160820.rue3638/j-ai-essaye-d-interviewer-quelqu-un-qui-croit-que-la-terre-est-plate.html,www.nouvelobs.com,nouvelobs.com,1,1,TRUE,5,11,2,3,2,,3,,1,0,0,1,2,1,0,1,1,0,1,0,0,0,0,0.5,0.5,0,0,0,0,4.5,1.75,1.75,0.887359374,10
884,8,Pollution,Canonical Scientific Issues,French,"Paris,Paris,Ile-de-France,France",French,France,France - DR Congo,positive,fr,fr,fr,4.12.2022,3,https://www.airparif.asso.fr/surveiller-la-pollution/la-pollution-en-direct-en-ile-de-france,https://www.airparif.asso.fr/surveiller-la-pollution/la-pollution-en-direct-en-ile-de-france,www.airparif.asso.fr,airparif.asso.fr,1,1,TRUE,5,3,1,4,2,3,1,1,1,0,1,1,3,0,0,0,1,1,2,0,0,0,1,0,1,0,1,1,1,8,3.75,3.75,0.391995212,5
885,8,Pollution,Canonical Scientific Issues,French,"Paris,Paris,Ile-de-France,France",French,France,France - DR Congo,positive,fr,fr,fr,4.12.2022,4,https://www.airparif.asso.fr/accueil-airparif,https://www.airparif.asso.fr/accueil-airparif,www.airparif.asso.fr,airparif.asso.fr,1,1,TRUE,2,3,1,4,2,3,3,2,1,1,1,1,4,1,1,2,1,1,2,0,0,0,1,0,1,0,1,1,1,11,5,5,0.391995212,5
887,8,Pollution,Canonical Scientific Issues,French,"Paris,Paris,Ile-de-France,France",French,France,France - DR Congo,positive,fr,fr,fr,4.12.2022,5,https://www.lexpress.fr/actualite/societe/environnement/pollution-lumineuse-la-trame-noire-permettra-t-elle-de-sauver-les-especes-nocturnes_2184294.html,https://www.lexpress.fr/actualite/societe/environnement/pollution-lumineuse-la-trame-noire-permettra-t-elle-de-sauver-les-especes-nocturnes_2184294.html,www.lexpress.fr,lexpress.fr,3,4,FALSE,1,11,2,4,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,1,1.5,1.25,0,0.391995212,5
890,8,Pollution,Canonical Scientific Issues,French,"Paris,Paris,Ile-de-France,France",French,France,France - DR Congo,positive,fr,fr,fr,4.12.2022,8,https://reporterre.net/Bebes-mort-nes-la-pollution-de-l-air-en-cause,https://reporterre.net/bebes-mort-nes-la-pollution-de-l-air-en-cause,reporterre.net,reporterre.net,3,1,TRUE,5,11,1,4,2,3,2,2,1,0,0,1,2,0,1,1,1,1,2,0,0,0,0,0,0,0,1,1,1,7,3.5,3.5,0.391995212,5
891,8,Pollution,Canonical Scientific Issues,French,"Paris,Paris,Ile-de-France,France",French,France,France - DR Congo,positive,fr,fr,fr,4.12.2022,9,https://www.larousse.fr/dictionnaires/francais/pollution/62217,https://www.larousse.fr/dictionnaires/francais/pollution/62217,www.larousse.fr,larousse.fr,1,1,TRUE,1,10,1,1,2,3,3,2,0,0,0,0,0,1,1,2,1,1,2,0,0,0,1,1,2,0,0,0,0,6,3,3,0.391995212,5
894,8,Pollution,Canonical Scientific Issues,French,"Paris,Paris,Ile-de-France,France",French,France,France - DR Congo,positive,fr,fr,fr,4.12.2022,13,https://www.20minutes.fr/planete/pollution/,https://www.20minutes.fr/planete/pollution/,www.20minutes.fr,20minutes.fr,1,4,FALSE,2,11,1,1,0,0,0,2,1,1,0,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1.25,0,0.391995212,5
1123,80-B,L’homme n’a jamais marché sur la lune,Conspiracy Theories,French,"Paris,Paris,Ile-de-France,France",French,France,France - DR Congo,positive,fr,fr,fr,20.9.2022,1,https://www.francetvinfo.fr/replay-radio/le-vrai-du-faux/thomas-pesquet-a-t-il-reconnu-que-lhomme-na-jamais-marche-sur-la-lune_5322817.html,https://www.francetvinfo.fr/replay-radio/le-vrai-du-faux/thomas-pesquet-a-t-il-reconnu-que-lhomme-na-jamais-marche-sur-la-lune_5322817.html,www.francetvinfo.fr,francetvinfo.fr,1,1,TRUE,6,15,2,4,2,,3,,1,1,0,1,3,1,0,1,1,0,1,0,0,0,1,0.5,1.5,0,0,0,1,7.5,3.5,3.5,0.940998946,10
1124,80-B,L’homme n’a jamais marché sur la lune,Conspiracy Theories,French,"Paris,Paris,Ile-de-France,France",French,France,France - DR Congo,positive,fr,fr,fr,20.9.2022,2,https://www.youtube.com/watch?v=PdnAYSbiVYM,https://www.youtube.com/watch?v=pdnaysbivym,www.youtube.com,youtube.com,1,1,TRUE,3,14,1,3,2,,3,,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,3,1.25,1.25,0.940998946,10
1125,80-B,L’homme n’a jamais marché sur la lune,Conspiracy Theories,French,"Paris,Paris,Ile-de-France,France",French,France,France - DR Congo,positive,fr,fr,fr,20.9.2022,3,https://www.youtube.com/watch?v=_fIvvjCDbio,https://www.youtube.com/watch?v=_fivvjcdbio,www.youtube.com,youtube.com,1,1,TRUE,3,14,1,4,2,,3,,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,5,2.75,2.75,0.940998946,10
